"Total","LogProb","PValue","Limited","FDR","empty","barcode"
9713,-16350.55228961,9.99900009999e-05,TRUE,0,0,"bcHESS"
10500,-16736.5944063676,9.99900009999e-05,TRUE,0,0,"bcEVVY"
9757,-19020.4824131551,9.99900009999e-05,TRUE,0,0,"bcGTMM"
10461,-14757.1413789322,9.99900009999e-05,TRUE,0,0,"bcCAMG"
10092,-18027.7312453141,9.99900009999e-05,TRUE,0,0,"bcAVDB"
10370,-15808.7635643038,9.99900009999e-05,TRUE,0,0,"bcDMOF"
9649,-17502.8096435928,9.99900009999e-05,TRUE,0,0,"bcDXHS"
9302,-11757.2480051128,9.99900009999e-05,TRUE,0,0,"bcGZYX"
10562,-16578.1753284883,9.99900009999e-05,TRUE,0,0,"bcBYNT"
9942,-14230.0866370458,9.99900009999e-05,TRUE,0,0,"bcIFPB"
9869,-14126.4244344327,9.99900009999e-05,TRUE,0,0,"bcEDIL"
10071,-19678.3737386521,9.99900009999e-05,TRUE,0,0,"bcHETL"
8857,-6912.61456019562,9.99900009999e-05,TRUE,0,0,"bcCFNA"
10486,-17156.2363300302,9.99900009999e-05,TRUE,0,0,"bcALQT"
9405,-11045.7776936352,9.99900009999e-05,TRUE,0,0,"bcCGAK"
10916,-17800.7096740531,9.99900009999e-05,TRUE,0,0,"bcEYFR"
9239,-12376.363790575,9.99900009999e-05,TRUE,0,0,"bcFIKB"
9559,-13719.6871512007,9.99900009999e-05,TRUE,0,0,"bcFVYJ"
9878,-14220.3868244207,9.99900009999e-05,TRUE,0,0,"bcDJIY"
10033,-15481.1133909408,9.99900009999e-05,TRUE,0,0,"bcGZTA"
9582,-14332.3732972305,9.99900009999e-05,TRUE,0,0,"bcFPJR"
9711,-19318.4223181949,9.99900009999e-05,TRUE,0,0,"bcEWAW"
9973,-14567.6737368449,9.99900009999e-05,TRUE,0,0,"bcBHHN"
10283,-15509.9264933664,9.99900009999e-05,TRUE,0,0,"bcFSUF"
9363,-10865.5456255481,9.99900009999e-05,TRUE,0,0,"bcCLWW"
9481,-15226.9062689921,9.99900009999e-05,TRUE,0,0,"bcEYDN"
9640,-15556.462416598,9.99900009999e-05,TRUE,0,0,"bcFLDJ"
9210,-12973.2878743667,9.99900009999e-05,TRUE,0,0,"bcEHBV"
9455,-12980.7388603917,9.99900009999e-05,TRUE,0,0,"bcBZYR"
9567,-14085.4642459717,9.99900009999e-05,TRUE,0,0,"bcFQMI"
10201,-15767.2570231951,9.99900009999e-05,TRUE,0,0,"bcAFGC"
9100,-12756.2889496424,9.99900009999e-05,TRUE,0,0,"bcDOOB"
9927,-18726.7981298109,9.99900009999e-05,TRUE,0,0,"bcFQSQ"
9541,-15788.6857778709,9.99900009999e-05,TRUE,0,0,"bcEKYN"
9235,-14662.85965871,9.99900009999e-05,TRUE,0,0,"bcFNAT"
9563,-16115.1574449283,9.99900009999e-05,TRUE,0,0,"bcHZRB"
9350,-15784.6371296459,9.99900009999e-05,TRUE,0,0,"bcDGTB"
9015,-12544.9090058742,9.99900009999e-05,TRUE,0,0,"bcHDGR"
9765,-13762.5219708982,9.99900009999e-05,TRUE,0,0,"bcHXHL"
9427,-15114.7384744557,9.99900009999e-05,TRUE,0,0,"bcHGFC"
8489,-12960.5722624615,9.99900009999e-05,TRUE,0,0,"bcCTVS"
9578,-15794.1282530554,9.99900009999e-05,TRUE,0,0,"bcCQXO"
9169,-11618.7942918299,9.99900009999e-05,TRUE,0,0,"bcIKAR"
9756,-14486.8694818106,9.99900009999e-05,TRUE,0,0,"bcAKPW"
9491,-13825.3500291633,9.99900009999e-05,TRUE,0,0,"bcHLXL"
9821,-14327.4414213236,9.99900009999e-05,TRUE,0,0,"bcBRCF"
9134,-13281.485975427,9.99900009999e-05,TRUE,0,0,"bcFAPG"
10072,-11997.9344625572,9.99900009999e-05,TRUE,0,0,"bcBXXH"
8911,-13081.9525796037,9.99900009999e-05,TRUE,0,0,"bcFFLJ"
9601,-15617.2567638031,9.99900009999e-05,TRUE,0,0,"bcERSL"
9815,-13981.8666260229,9.99900009999e-05,TRUE,0,0,"bcHXLM"
10040,-14685.4695317604,9.99900009999e-05,TRUE,0,0,"bcBFPM"
9254,-14554.409108649,9.99900009999e-05,TRUE,0,0,"bcHEKO"
9043,-13398.1971896199,9.99900009999e-05,TRUE,0,0,"bcHTRP"
9443,-14331.2833924408,9.99900009999e-05,TRUE,0,0,"bcEFUS"
9046,-9640.35786635552,9.99900009999e-05,TRUE,0,0,"bcEZPP"
9139,-12601.290299662,9.99900009999e-05,TRUE,0,0,"bcGQMB"
9276,-14321.4646777409,9.99900009999e-05,TRUE,0,0,"bcAJOA"
9463,-14188.6246063919,9.99900009999e-05,TRUE,0,0,"bcEYHO"
9379,-12724.9703133632,9.99900009999e-05,TRUE,0,0,"bcIAMC"
9768,-14241.3526383096,9.99900009999e-05,TRUE,0,0,"bcDDWJ"
9821,-17203.8703025212,9.99900009999e-05,TRUE,0,0,"bcCMBK"
9335,-16013.2415730641,9.99900009999e-05,TRUE,0,0,"bcHOCK"
8932,-13734.6719079924,9.99900009999e-05,TRUE,0,0,"bcHLLY"
9141,-12927.2321045802,9.99900009999e-05,TRUE,0,0,"bcGISD"
9263,-15467.9628139114,9.99900009999e-05,TRUE,0,0,"bcHLRA"
8995,-14683.2482536869,9.99900009999e-05,TRUE,0,0,"bcHRDH"
9713,-13413.7000044105,9.99900009999e-05,TRUE,0,0,"bcCDUZ"
9187,-13362.3994255326,9.99900009999e-05,TRUE,0,0,"bcGSQZ"
8998,-14901.7110144596,9.99900009999e-05,TRUE,0,0,"bcACDZ"
8778,-11356.6137906948,9.99900009999e-05,TRUE,0,0,"bcFPBV"
9143,-12612.3062887873,9.99900009999e-05,TRUE,0,0,"bcABBJ"
8711,-13984.7300761192,9.99900009999e-05,TRUE,0,0,"bcIETX"
8980,-13974.0322543675,9.99900009999e-05,TRUE,0,0,"bcEIHW"
9715,-13305.8447127671,9.99900009999e-05,TRUE,0,0,"bcGDMF"
8986,-12547.4069646502,9.99900009999e-05,TRUE,0,0,"bcEMCV"
9541,-14268.7166457898,9.99900009999e-05,TRUE,0,0,"bcDAOJ"
9403,-16302.810904069,9.99900009999e-05,TRUE,0,0,"bcFSEW"
8796,-11827.2957059244,9.99900009999e-05,TRUE,0,0,"bcGQOS"
8925,-14922.5175081883,9.99900009999e-05,TRUE,0,0,"bcFYVE"
9371,-13256.2131497765,9.99900009999e-05,TRUE,0,0,"bcEFXE"
9422,-12966.0515581121,9.99900009999e-05,TRUE,0,0,"bcCKPV"
9241,-15758.2924568828,9.99900009999e-05,TRUE,0,0,"bcEQLC"
9326,-12682.5823480337,9.99900009999e-05,TRUE,0,0,"bcCOUW"
8966,-12016.4391409928,9.99900009999e-05,TRUE,0,0,"bcDZDE"
9254,-14654.00910232,9.99900009999e-05,TRUE,0,0,"bcCPNN"
9706,-16721.6998662697,9.99900009999e-05,TRUE,0,0,"bcEVNJ"
9181,-12024.9371113465,9.99900009999e-05,TRUE,0,0,"bcBJVZ"
9318,-13364.9476559731,9.99900009999e-05,TRUE,0,0,"bcIABH"
9044,-14708.1635656544,9.99900009999e-05,TRUE,0,0,"bcGSYU"
9256,-12291.2875574817,9.99900009999e-05,TRUE,0,0,"bcCFHQ"
8735,-13112.8016004855,9.99900009999e-05,TRUE,0,0,"bcEZBY"
9183,-12637.3286543943,9.99900009999e-05,TRUE,0,0,"bcADWV"
9040,-14661.8846086078,9.99900009999e-05,TRUE,0,0,"bcFYYD"
9391,-16677.7880926257,9.99900009999e-05,TRUE,0,0,"bcECOZ"
9269,-14099.7024438645,9.99900009999e-05,TRUE,0,0,"bcCXKF"
9196,-16111.4188926303,9.99900009999e-05,TRUE,0,0,"bcBMFS"
9047,-11536.8168108398,9.99900009999e-05,TRUE,0,0,"bcGZXL"
9233,-12933.1784598735,9.99900009999e-05,TRUE,0,0,"bcCIZS"
8998,-16505.9139798967,9.99900009999e-05,TRUE,0,0,"bcHANQ"
9499,-15352.6368854864,9.99900009999e-05,TRUE,0,0,"bcEUEM"
8977,-13149.0003884332,9.99900009999e-05,TRUE,0,0,"bcEYZH"
9134,-12521.2096923707,9.99900009999e-05,TRUE,0,0,"bcEZZG"
9688,-16887.6714092295,9.99900009999e-05,TRUE,0,0,"bcGYLT"
8943,-13792.065389936,9.99900009999e-05,TRUE,0,0,"bcFOEE"
8593,-11292.4524552522,9.99900009999e-05,TRUE,0,0,"bcDHAB"
9633,-14258.0180573827,9.99900009999e-05,TRUE,0,0,"bcDGLW"
8635,-12961.766380402,9.99900009999e-05,TRUE,0,0,"bcHTVA"
8997,-12973.9839491451,9.99900009999e-05,TRUE,0,0,"bcHKSE"
8896,-10943.4429409056,9.99900009999e-05,TRUE,0,0,"bcGHBX"
8823,-11881.9498889016,9.99900009999e-05,TRUE,0,0,"bcBOHT"
8876,-9702.19292811568,9.99900009999e-05,TRUE,0,0,"bcFISL"
9045,-13695.502469482,9.99900009999e-05,TRUE,0,0,"bcBIVA"
8638,-10296.7906728431,9.99900009999e-05,TRUE,0,0,"bcHPAB"
9324,-14301.006544491,9.99900009999e-05,TRUE,0,0,"bcAYDC"
8719,-12252.4841490825,9.99900009999e-05,TRUE,0,0,"bcAJOY"
9053,-13889.5179960457,9.99900009999e-05,TRUE,0,0,"bcHNJA"
8483,-14615.9358500223,9.99900009999e-05,TRUE,0,0,"bcEYDD"
8395,-12630.6575478554,9.99900009999e-05,TRUE,0,0,"bcEODP"
8967,-15105.7055662724,9.99900009999e-05,TRUE,0,0,"bcBIKI"
8865,-19240.8827995402,9.99900009999e-05,TRUE,0,0,"bcEDFB"
9109,-13085.3796234706,9.99900009999e-05,TRUE,0,0,"bcDOQI"
9283,-16852.2800963952,9.99900009999e-05,TRUE,0,0,"bcEDUK"
8813,-14258.6072197652,9.99900009999e-05,TRUE,0,0,"bcHBOA"
8840,-13400.1335110296,9.99900009999e-05,TRUE,0,0,"bcGLLV"
8605,-17884.3667626476,9.99900009999e-05,TRUE,0,0,"bcEHFU"
8714,-13451.831490484,9.99900009999e-05,TRUE,0,0,"bcDWWD"
9025,-14369.3408742884,9.99900009999e-05,TRUE,0,0,"bcAHUF"
9062,-14757.5057213199,9.99900009999e-05,TRUE,0,0,"bcDRMH"
9345,-15974.0194684722,9.99900009999e-05,TRUE,0,0,"bcDUFE"
8810,-11442.5120978399,9.99900009999e-05,TRUE,0,0,"bcGYTA"
9342,-15359.8254613989,9.99900009999e-05,TRUE,0,0,"bcHHYG"
8962,-12832.4721940257,9.99900009999e-05,TRUE,0,0,"bcBPBG"
8699,-16009.087929292,9.99900009999e-05,TRUE,0,0,"bcFXEX"
