index	1	2	3	4	5	6	7
bcEBWV	582.267044728208	21.0622687804434	3.027407359505587	25.34948493504822	94.5737261159607	0.0	762.8571656709373
bcFCVP	4.076560016443779	0.0	5.098341333721251	0.0	0.0	0.0	1488.0639939014857
bcHTFJ	15.998540967188188	48.10753627860781	0.7530791480544133	0.0	280.79587107041976	51.274258834706714	730.1946348757133
bcHNVN	89.96836469876364	0.0	3.475776359677789	0.0	0.0	0.0	949.9375616438728
bcBHXW	44.95402023594327	0.0	5.085440477040554	2.133785127043432	0.0	48.67295096190679	1044.6228360546595
bcBMZJ	377.5123498856461	0.0	3.1820605370682866	14.618007086531529	400.0286722354718	78.67930773045984	268.21863283972226
bcHGZO	539.4669768361118	0.0	4.567735460718174	0.0	140.69027564098752	52.10999356897673	234.35064674535977
bcDNVA	14.464541402616712	1.9454891376052645	7.691659600440539	52.81318732419212	218.81866337417097	274.48476678600275	440.99900269002325
bcGNPP	203.10324702537187	0.0	0.0	17.956681854167588	0.0	342.56864856548225	393.7298275352188
bcGSUK	187.0651058261283	0.0	0.0	44.566344619274325	21.613672544715502	164.84565529865978	744.546154411551
bcDEZS	15.062370669005844	103.4948751764873	4.474188976110089	14.734711639589994	205.55291701376802	465.9558637073545	180.1528260619238
bcGHUN	141.5941686509872	0.0	4.640780645713217	0.0	0.017554053015155432	36.52075310070539	711.944119453136
bcENBU	373.7593046805403	29.822726599446618	0.0	24.53211178815509	45.70538591121116	0.0	474.4780327779022
bcHPLJ	48.270627323214384	0.0	0.0	0.0	0.0	2.64779080735899	909.5321842591876
bcFVOU	4.029009598022971	0.0	1.0980253362053172	0.0	0.0	0.0	982.0773233091098
bcHBHC	0.0	125.02128636795865	15.879246040578682	0.0	257.9948521790866	3.3013249748262625	298.81159458242973
bcBSFZ	0.0	0.0	19.039588515151895	0.0	54.067395837172235	248.48608248258031	689.4120799029624
bcDCAU	0.0	0.0	2.552041183816088	0.0	15.606947182144445	736.1217969611392	29.24978620663603
bcALLC	129.72966008770587	37.44661681553773	0.0	29.97065620140266	17.803729260968094	0.0	457.3619677810063
bcBIMG	173.2188582024464	31.028382297934527	5.797421554684219	187.30831127009031	254.41244372021032	88.92957358890354	270.20753865053126
bcFCNC	235.684994341748	0.0	0.0	0.0	87.07367650814588	28.16749862166461	606.8668012452574
bcFXOW	561.8323406839297	0.0	0.0	32.94643771301363	2.916075198368156	0.0	330.89646017149573
bcEOBK	0.0	13.722876890538581	3.566688272103433	2.8561095043195297	0.0	867.9563350505044	0.0
bcDNPH	17.2755199504096	29.327647952369436	0.0	3.6566065241561345	62.01399398658207	388.6373467521339	378.4855412442943
bcCCGX	200.96132560800316	0.0	0.0	37.21043506685464	105.2816999392317	0.0	484.58960224188183
bcGSVZ	13.957889748091574	21.161246458618056	0.0	8.948024821547579	21.45337299560374	516.4627859415662	335.5480070828456
bcEELC	268.9720386142558	6.245901745468238	0.0	0.0	3.391059402819161	53.131722537810305	512.6868318520573
bcDGHW	0.0	0.0	6.822473808806314	221.2620317533935	41.982959104556585	0.0	971.1414030268905
bcEQFS	19.755762761456907	0.0	0.0	9.658155919940693	4.866014312457524	0.0	758.3532346313407
bcEHDA	159.9018433079794	0.0	0.0	0.0	27.55099156281156	50.91280674119199	671.4282350362843
bcGKGZ	69.47988456907821	0.0	7.318487859115775	0.0	146.5729215216026	4.249252170756077	556.7039668602137
bcFWZN	50.093499086981204	80.99231372115246	6.5863645606080805	85.72134161791683	110.51342168175134	49.09995579730961	449.0443340151322
bcHXVA	0.0	0.0	0.0	0.026721796834089755	0.0	0.0	865.816649191265
bcFXWA	168.080012657664	0.0	0.0	0.0	136.04056895367654	10.881282829342457	426.14857542602
bcHZXW	0.0	0.0	18.08941934598289	328.1037474178824	603.1613697849062	213.52178981097825	2.1468520214516333
bcANBD	0.0	19.15762416818465	6.941485375115493	133.79050552190657	425.52450814022484	16.92745373806642	124.94992634765319
bcHGGS	0.0	773.1362320683681	16.920376540875285	183.44212582155498	37.187228759656044	22.934148220836825	227.83061940288619
bcFDSB	61.34039671540353	0.0	8.019036568105832	0.0	19.075064947814457	711.1305379983514	0.0
bcBANX	53.17139624174601	107.1610923353992	2.8799821964333465	50.82976158590226	69.89657907041385	48.74080838627981	450.75562345895065
bcDUIH	0.0	399.8784814548217	420.4993343447295	0.0	441.68374979309124	0.0	36.77319497652704
bcCMPO	306.9236886466649	3.3601575283141014	1.7704772235784212	0.0	138.77988603620113	33.61262007149313	378.48901574247475
bcESYU	34.619429377284305	0.0	10.959596666097614	33.03132071604125	26.829440366814836	0.0	766.9025983884957
bcFVZH	114.60177460483152	18.092440480717418	0.0	19.976516916080687	8.080535793826336	5.0867892837723145	623.9792709766032
bcDCPA	25.409318419319895	0.0	0.903086410180641	0.0	32.9558533625141	428.35033652358095	192.2992936692324
bcBHJT	115.2143594173853	5.795291820807257	9.100523902852157	0.0	287.8201419997041	69.64212417008024	399.46314846255405
bcHNDU	92.26169461400461	0.0	21.037458497183284	253.16109581404217	710.8850880065701	24.070772929670614	35.38243508154967
bcDRBF	0.0	99.62539333745923	25.644150054990856	0.0	18.51668074852588	31.34307210863109	258.2982781615972
bcGMEF	490.2444847662636	0.0	0.4012807207305327	19.767225742700774	45.25013181655935	7.251974307530201	242.11352974482685
bcASAP	72.50716755313475	184.8351926737072	8.985816447121758	78.99169913674336	105.60572137516549	34.91986501879836	330.56582726338746
bcEXCM	97.6223185724385	3.809794718277739	0.0	27.699266040327483	0.0	1.3617600111183936	585.0483349455614
bcGQJU	0.0	0.0	0.0	0.0	16.241711001869227	311.8344255459476	508.67824702829506
bcHNBX	0.0	133.94803270780486	13.832725028239016	0.0	25.99311556145495	2.2931578331459113	238.30245283126686
bcIFMH	455.6614690408677	553.6843359740323	0.0	0.0	12.826035925915305	6.94341734827626	0.0
bcAPEZ	40.54835932228348	416.2005785659051	0.0	14.682408012167283	0.0	0.0	533.9820283997406
bcEJYS	579.9319440193982	6.81422087408331	11.269254589826495	0.0	122.01193997134916	27.673790139260724	10.866518009183384
bcFKUS	63.09056063677404	160.58604064050493	1.9076122483695135	57.026770003445705	80.63579718486052	54.616642457641	324.56225444291556
bcAPDJ	283.5014246962764	19.936372327999635	11.386369157848614	4.151042554448995	22.99681200639206	18.711723878884317	357.8118754390086
bcAMGS	0.0	115.93601988443395	11.419829340005597	0.0	0.5083349486112152	16.895695946035026	254.18726054203273
bcBFSC	300.14655592255446	217.2836458172667	12.454100088288017	0.0	103.3956298230797	49.63626721129958	217.78731884621047
bcBKQQ	0.0	138.7173694199759	13.416696679856692	0.0	10.794759143263574	16.797518515857234	239.11481829102755
bcGCVF	7.981183865251715	395.227242142955	0.8688531080532839	51.40655296133325	448.7402973076442	23.559943972377965	60.57134147980073
bcIEUX	0.0	88.59894022393628	10.614279111909573	0.0	223.129075056924	0.08763262470699852	153.9397174170947
bcEAFT	33.34014840730106	0.0	5.70152986996128	19.940291466434726	9.132426550751237	383.20894287596076	236.7647685433142
bcHGLL	84.88188646335439	0.0	0.0	0.0	0.0	0.0	772.6372132351579
bcAPEL	0.0	108.27089592308006	16.38846411282424	5.7305990371884565	36.13573003726655	8.916418385208864	231.84699443406788
bcGVJR	179.3056859592968	0.0	4.893219858081757	4.874101105268594	0.0	32.09442789859731	399.95711940355284
bcFGFQ	436.6272459563419	94.60712538711009	15.085333072717576	35.50233475791442	108.96924438436628	0.0	182.92806975353903
bcCGTE	0.0	0.0	0.0	0.0	0.0	201.7959271193857	638.9145500041012
bcDXSP	516.7096124192811	0.0	0.0	0.0	1.2507792717212094	43.06895183835998	236.99582865072347
bcFWBP	0.0	0.0	203.22798391013703	0.0	0.0	474.0597259065654	0.0
bcIFAK	409.9712203405118	25.829635669166393	1.2620738101264701	0.0	0.0	88.65392753044962	86.9245408299026
bcGZPI	0.0	292.71395685779487	0.3734871221871937	0.0	64.10741830750737	232.59902978514975	339.5702291104719
bcAICN	173.92685425334633	156.78984151082767	0.0	0.0	22.322917341563016	79.30061499293777	341.72244126928166
bcAERR	70.81870238297849	0.0	0.0	0.0	0.0	3.893085300223395	515.3184673946785
bcEKSB	454.8209896432821	0.0	9.937514153128442	91.09523195809264	48.955554977094884	179.41373034401062	93.00508565973875
bcAQOG	318.0013279601006	0.0	0.0	2.4974349257554236	9.440003743086562	0.0	333.5039869303864
