"Total","LogProb","PValue","Limited","FDR","empty","barcode"
10506,-13158.2593217501,9.99900009999e-05,TRUE,0,0,"bcFRJK"
10979,-11826.4511619592,9.99900009999e-05,TRUE,0,0,"bcBWVZ"
10767,-15376.83526523,9.99900009999e-05,TRUE,0,0,"bcAWGE"
10868,-14324.7375868076,9.99900009999e-05,TRUE,0,0,"bcEQZR"
10874,-15420.7390111065,9.99900009999e-05,TRUE,0,0,"bcFWGX"
10596,-13110.4566193622,9.99900009999e-05,TRUE,0,0,"bcCCYH"
10597,-14118.5470174825,9.99900009999e-05,TRUE,0,0,"bcBJTF"
10193,-14097.5746814893,9.99900009999e-05,TRUE,0,0,"bcBJDL"
10682,-16486.5447076806,9.99900009999e-05,TRUE,0,0,"bcHEXU"
11092,-15114.9123096565,9.99900009999e-05,TRUE,0,0,"bcEQZD"
10432,-16399.5893382798,9.99900009999e-05,TRUE,0,0,"bcCRCF"
11957,-18475.1875335287,9.99900009999e-05,TRUE,0,0,"bcBLNJ"
11199,-13825.3209329994,9.99900009999e-05,TRUE,0,0,"bcCBRJ"
10325,-14066.4033269171,9.99900009999e-05,TRUE,0,0,"bcBUSU"
11990,-18164.6971599325,9.99900009999e-05,TRUE,0,0,"bcDYKX"
11598,-16401.6253894917,9.99900009999e-05,TRUE,0,0,"bcIKCK"
10596,-15046.9272436997,9.99900009999e-05,TRUE,0,0,"bcICSE"
11690,-19029.6325348285,9.99900009999e-05,TRUE,0,0,"bcIDWG"
11568,-17657.6880922595,9.99900009999e-05,TRUE,0,0,"bcFHXF"
11354,-14971.0499277616,9.99900009999e-05,TRUE,0,0,"bcEXUT"
10618,-14862.3009246614,9.99900009999e-05,TRUE,0,0,"bcHWVU"
10961,-16442.9003033734,9.99900009999e-05,TRUE,0,0,"bcHDAB"
9827,-13558.0826138721,9.99900009999e-05,TRUE,0,0,"bcCWKX"
11582,-19184.2407191634,9.99900009999e-05,TRUE,0,0,"bcCGUT"
10380,-14528.5468034098,9.99900009999e-05,TRUE,0,0,"bcDQMZ"
9438,-10726.6218306793,9.99900009999e-05,TRUE,0,0,"bcACLI"
10496,-15528.3041793423,9.99900009999e-05,TRUE,0,0,"bcGGKX"
11210,-18094.4931222502,9.99900009999e-05,TRUE,0,0,"bcEGSX"
10748,-16660.3160233711,9.99900009999e-05,TRUE,0,0,"bcCZDT"
11106,-15955.0239583943,9.99900009999e-05,TRUE,0,0,"bcEFJW"
11297,-18841.0572657341,9.99900009999e-05,TRUE,0,0,"bcGVEV"
10912,-15545.584558365,9.99900009999e-05,TRUE,0,0,"bcHGGA"
10413,-14509.6773459223,9.99900009999e-05,TRUE,0,0,"bcIEYV"
10745,-14704.3049704001,9.99900009999e-05,TRUE,0,0,"bcCAMS"
10121,-16784.5792835657,9.99900009999e-05,TRUE,0,0,"bcFTJB"
10018,-16847.6873828174,9.99900009999e-05,TRUE,0,0,"bcBHSC"
10552,-18174.1409912123,9.99900009999e-05,TRUE,0,0,"bcGDER"
10865,-18797.627539403,9.99900009999e-05,TRUE,0,0,"bcCPDS"
9737,-15845.2032363453,9.99900009999e-05,TRUE,0,0,"bcCMYW"
10750,-16686.3984366972,9.99900009999e-05,TRUE,0,0,"bcCDVY"
10920,-15464.3251209521,9.99900009999e-05,TRUE,0,0,"bcHJZY"
10810,-18151.0325330768,9.99900009999e-05,TRUE,0,0,"bcBYXN"
9934,-16410.947373372,9.99900009999e-05,TRUE,0,0,"bcGRTH"
10501,-16026.2226299783,9.99900009999e-05,TRUE,0,0,"bcHSHW"
10710,-16752.8088890613,9.99900009999e-05,TRUE,0,0,"bcDZNP"
10908,-14148.1039424141,9.99900009999e-05,TRUE,0,0,"bcDGDL"
11016,-17461.0023107069,9.99900009999e-05,TRUE,0,0,"bcFHGS"
10219,-16031.7311292556,9.99900009999e-05,TRUE,0,0,"bcBCPA"
9885,-14888.7598403673,9.99900009999e-05,TRUE,0,0,"bcHYZM"
9446,-12248.9981584109,9.99900009999e-05,TRUE,0,0,"bcFLRT"
10669,-15578.4103458447,9.99900009999e-05,TRUE,0,0,"bcBNPI"
10242,-14630.58726841,9.99900009999e-05,TRUE,0,0,"bcHGQG"
10830,-15487.6631008692,9.99900009999e-05,TRUE,0,0,"bcBQRR"
10067,-12376.4681685582,9.99900009999e-05,TRUE,0,0,"bcFPLQ"
10018,-15581.2148163401,9.99900009999e-05,TRUE,0,0,"bcBBRT"
10722,-17696.9230670799,9.99900009999e-05,TRUE,0,0,"bcBAGM"
9898,-14553.2432111013,9.99900009999e-05,TRUE,0,0,"bcEGOS"
10052,-16992.4614998063,9.99900009999e-05,TRUE,0,0,"bcHJIV"
10472,-16754.7579939767,9.99900009999e-05,TRUE,0,0,"bcAGWI"
10573,-12563.9547371498,9.99900009999e-05,TRUE,0,0,"bcDUIV"
10430,-15125.7810628781,9.99900009999e-05,TRUE,0,0,"bcFKES"
10091,-12843.2296846958,9.99900009999e-05,TRUE,0,0,"bcCGAY"
10625,-15360.2167967592,9.99900009999e-05,TRUE,0,0,"bcDDYG"
10318,-13288.7484905109,9.99900009999e-05,TRUE,0,0,"bcDLMJ"
10147,-15496.0695465381,9.99900009999e-05,TRUE,0,0,"bcHEJD"
10441,-14893.1028771861,9.99900009999e-05,TRUE,0,0,"bcBETA"
10592,-15532.4605029936,9.99900009999e-05,TRUE,0,0,"bcEZPX"
9501,-14834.5812262882,9.99900009999e-05,TRUE,0,0,"bcHYUS"
10756,-16856.3985018307,9.99900009999e-05,TRUE,0,0,"bcGGCR"
10425,-17502.135521865,9.99900009999e-05,TRUE,0,0,"bcHLOE"
9364,-8888.69655376075,9.99900009999e-05,TRUE,0,0,"bcGMNM"
10286,-13240.1491168845,9.99900009999e-05,TRUE,0,0,"bcAMSW"
9638,-10290.2691608723,9.99900009999e-05,TRUE,0,0,"bcALAI"
9277,-14477.0318571195,9.99900009999e-05,TRUE,0,0,"bcFTSI"
9618,-13532.2852322648,9.99900009999e-05,TRUE,0,0,"bcHVHG"
10233,-16302.2568801221,9.99900009999e-05,TRUE,0,0,"bcEFFD"
9680,-12054.473417619,9.99900009999e-05,TRUE,0,0,"bcCLBZ"
9594,-13343.8775653942,9.99900009999e-05,TRUE,0,0,"bcFIZO"
10497,-14382.5741553044,9.99900009999e-05,TRUE,0,0,"bcAINB"
10217,-14100.0661627411,9.99900009999e-05,TRUE,0,0,"bcEUQI"
9207,-11171.5281753758,9.99900009999e-05,TRUE,0,0,"bcFAFA"
10101,-14712.4790131756,9.99900009999e-05,TRUE,0,0,"bcCBKR"
9713,-16114.6729877803,9.99900009999e-05,TRUE,0,0,"bcHESS"
10500,-16409.3739137435,9.99900009999e-05,TRUE,0,0,"bcEVVY"
9757,-18675.7270520891,9.99900009999e-05,TRUE,0,0,"bcGTMM"
10461,-14489.9201732303,9.99900009999e-05,TRUE,0,0,"bcCAMG"
10092,-17692.452479923,9.99900009999e-05,TRUE,0,0,"bcAVDB"
10370,-15506.7460348034,9.99900009999e-05,TRUE,0,0,"bcDMOF"
9649,-17201.7214741729,9.99900009999e-05,TRUE,0,0,"bcDXHS"
9302,-11630.5580241698,9.99900009999e-05,TRUE,0,0,"bcGZYX"
10562,-16254.3496161573,9.99900009999e-05,TRUE,0,0,"bcBYNT"
9942,-14035.6710093633,9.99900009999e-05,TRUE,0,0,"bcIFPB"
9869,-13935.1709153657,9.99900009999e-05,TRUE,0,0,"bcEDIL"
10071,-19290.0609892532,9.99900009999e-05,TRUE,0,0,"bcHETL"
8857,-6896.31053066457,9.99900009999e-05,TRUE,0,0,"bcCFNA"
10486,-16809.2480112758,9.99900009999e-05,TRUE,0,0,"bcALQT"
9405,-10949.5953134816,9.99900009999e-05,TRUE,0,0,"bcCGAK"
10916,-17434.8725027606,9.99900009999e-05,TRUE,0,0,"bcEYFR"
9239,-12240.5378921369,9.99900009999e-05,TRUE,0,0,"bcFIKB"
9559,-13501.5858136692,9.99900009999e-05,TRUE,0,0,"bcFVYJ"
9878,-13969.3412779991,9.99900009999e-05,TRUE,0,0,"bcDJIY"
10033,-15186.6072128754,9.99900009999e-05,TRUE,0,0,"bcGZTA"
9582,-14110.7212449863,9.99900009999e-05,TRUE,0,0,"bcFPJR"
9711,-19021.6249808376,9.99900009999e-05,TRUE,0,0,"bcEWAW"
9973,-14288.9063187646,9.99900009999e-05,TRUE,0,0,"bcBHHN"
10283,-15212.0079247043,9.99900009999e-05,TRUE,0,0,"bcFSUF"
9363,-10745.7823518471,9.99900009999e-05,TRUE,0,0,"bcCLWW"
9481,-15018.282216107,9.99900009999e-05,TRUE,0,0,"bcEYDN"
9640,-15252.3012978799,9.99900009999e-05,TRUE,0,0,"bcFLDJ"
9210,-12839.062603996,9.99900009999e-05,TRUE,0,0,"bcEHBV"
9455,-12804.6585470255,9.99900009999e-05,TRUE,0,0,"bcBZYR"
9567,-13842.7729233344,9.99900009999e-05,TRUE,0,0,"bcFQMI"
10201,-15437.408540732,9.99900009999e-05,TRUE,0,0,"bcAFGC"
9100,-12624.3348455234,9.99900009999e-05,TRUE,0,0,"bcDOOB"
9927,-18394.0821367248,9.99900009999e-05,TRUE,0,0,"bcFQSQ"
9541,-15532.6278470635,9.99900009999e-05,TRUE,0,0,"bcEKYN"
9235,-14463.4370878647,9.99900009999e-05,TRUE,0,0,"bcFNAT"
9563,-15855.4704957908,9.99900009999e-05,TRUE,0,0,"bcHZRB"
9350,-15541.3386243486,9.99900009999e-05,TRUE,0,0,"bcDGTB"
9015,-12376.2282969873,9.99900009999e-05,TRUE,0,0,"bcHDGR"
9765,-13508.6158418972,9.99900009999e-05,TRUE,0,0,"bcHXHL"
9427,-14882.7701042221,9.99900009999e-05,TRUE,0,0,"bcHGFC"
8489,-12855.3695645851,9.99900009999e-05,TRUE,0,0,"bcCTVS"
9578,-15512.2676611089,9.99900009999e-05,TRUE,0,0,"bcCQXO"
9169,-11553.8086354108,9.99900009999e-05,TRUE,0,0,"bcIKAR"
9756,-14248.2592943674,9.99900009999e-05,TRUE,0,0,"bcAKPW"
9491,-13590.7132462074,9.99900009999e-05,TRUE,0,0,"bcHLXL"
9821,-14041.1743991318,9.99900009999e-05,TRUE,0,0,"bcBRCF"
9134,-13134.0131232305,9.99900009999e-05,TRUE,0,0,"bcFAPG"
10072,-11782.5846012823,9.99900009999e-05,TRUE,0,0,"bcBXXH"
8911,-12955.5975690225,9.99900009999e-05,TRUE,0,0,"bcFFLJ"
9601,-15330.3511918231,9.99900009999e-05,TRUE,0,0,"bcERSL"
9815,-13734.5190334446,9.99900009999e-05,TRUE,0,0,"bcHXLM"
10040,-14417.3972699756,9.99900009999e-05,TRUE,0,0,"bcBFPM"
9254,-14319.4473385463,9.99900009999e-05,TRUE,0,0,"bcHEKO"
9043,-13262.4772590943,9.99900009999e-05,TRUE,0,0,"bcHTRP"
9443,-14072.4208503372,9.99900009999e-05,TRUE,0,0,"bcEFUS"
9046,-9592.21274522233,9.99900009999e-05,TRUE,0,0,"bcEZPP"
9139,-12462.2426287319,9.99900009999e-05,TRUE,0,0,"bcGQMB"
9276,-14221.6513240027,9.99900009999e-05,TRUE,0,0,"bcAJOA"
9463,-13952.7648995316,9.99900009999e-05,TRUE,0,0,"bcEYHO"
9379,-12509.9353056686,9.99900009999e-05,TRUE,0,0,"bcIAMC"
9768,-13996.8326157169,9.99900009999e-05,TRUE,0,0,"bcDDWJ"
9821,-16875.271535245,9.99900009999e-05,TRUE,0,0,"bcCMBK"
9335,-15742.6527293364,9.99900009999e-05,TRUE,0,0,"bcHOCK"
8932,-13522.1213559375,9.99900009999e-05,TRUE,0,0,"bcHLLY"
9141,-12779.0145770685,9.99900009999e-05,TRUE,0,0,"bcGISD"
9263,-15212.2289340226,9.99900009999e-05,TRUE,0,0,"bcHLRA"
8995,-14451.9154551295,9.99900009999e-05,TRUE,0,0,"bcHRDH"
9713,-13194.163248148,9.99900009999e-05,TRUE,0,0,"bcCDUZ"
9187,-13197.5302737407,9.99900009999e-05,TRUE,0,0,"bcGSQZ"
8998,-14668.4963877752,9.99900009999e-05,TRUE,0,0,"bcACDZ"
8778,-11210.3964876736,9.99900009999e-05,TRUE,0,0,"bcFPBV"
9143,-12484.0838806548,9.99900009999e-05,TRUE,0,0,"bcABBJ"
8711,-13792.2488945543,9.99900009999e-05,TRUE,0,0,"bcIETX"
8980,-13801.2980515759,9.99900009999e-05,TRUE,0,0,"bcEIHW"
9715,-13046.2419972851,9.99900009999e-05,TRUE,0,0,"bcGDMF"
8986,-12421.2954992607,9.99900009999e-05,TRUE,0,0,"bcEMCV"
9541,-13963.0539381617,9.99900009999e-05,TRUE,0,0,"bcDAOJ"
9403,-16031.1758115554,9.99900009999e-05,TRUE,0,0,"bcFSEW"
8796,-11726.833085078,9.99900009999e-05,TRUE,0,0,"bcGQOS"
8925,-14710.2097021488,9.99900009999e-05,TRUE,0,0,"bcFYVE"
9371,-13025.9947928396,9.99900009999e-05,TRUE,0,0,"bcEFXE"
9422,-12750.3007338342,9.99900009999e-05,TRUE,0,0,"bcCKPV"
9241,-15504.4177520572,9.99900009999e-05,TRUE,0,0,"bcEQLC"
9326,-12510.3675197058,9.99900009999e-05,TRUE,0,0,"bcCOUW"
8966,-11896.9487565667,9.99900009999e-05,TRUE,0,0,"bcDZDE"
9254,-14399.5746656887,9.99900009999e-05,TRUE,0,0,"bcCPNN"
9706,-16373.1962082825,9.99900009999e-05,TRUE,0,0,"bcEVNJ"
9181,-11823.545259234,9.99900009999e-05,TRUE,0,0,"bcBJVZ"
9318,-13115.1413676909,9.99900009999e-05,TRUE,0,0,"bcIABH"
9044,-14476.9061504653,9.99900009999e-05,TRUE,0,0,"bcGSYU"
9256,-12159.7654861691,9.99900009999e-05,TRUE,0,0,"bcCFHQ"
8735,-12921.9062125815,9.99900009999e-05,TRUE,0,0,"bcEZBY"
9183,-12433.4240299125,9.99900009999e-05,TRUE,0,0,"bcADWV"
9040,-14461.8498540413,9.99900009999e-05,TRUE,0,0,"bcFYYD"
9391,-16346.5166904702,9.99900009999e-05,TRUE,0,0,"bcECOZ"
9269,-13833.466816352,9.99900009999e-05,TRUE,0,0,"bcCXKF"
9196,-15838.5357562222,9.99900009999e-05,TRUE,0,0,"bcBMFS"
9047,-11363.6297438106,9.99900009999e-05,TRUE,0,0,"bcGZXL"
9233,-12709.9707181917,9.99900009999e-05,TRUE,0,0,"bcCIZS"
8998,-16238.1685708575,9.99900009999e-05,TRUE,0,0,"bcHANQ"
9499,-15061.3469865514,9.99900009999e-05,TRUE,0,0,"bcEUEM"
8977,-12903.5598550353,9.99900009999e-05,TRUE,0,0,"bcEYZH"
9134,-12376.9280094596,9.99900009999e-05,TRUE,0,0,"bcEZZG"
9688,-16570.3414027294,9.99900009999e-05,TRUE,0,0,"bcGYLT"
8943,-13586.3695001921,9.99900009999e-05,TRUE,0,0,"bcFOEE"
8593,-11192.9790100291,9.99900009999e-05,TRUE,0,0,"bcDHAB"
9633,-14002.7001539036,9.99900009999e-05,TRUE,0,0,"bcDGLW"
8635,-12798.31164439,9.99900009999e-05,TRUE,0,0,"bcHTVA"
8997,-12821.6795964263,9.99900009999e-05,TRUE,0,0,"bcHKSE"
8896,-10805.871994775,9.99900009999e-05,TRUE,0,0,"bcGHBX"
8823,-11703.5371490136,9.99900009999e-05,TRUE,0,0,"bcBOHT"
8876,-9575.40960211393,9.99900009999e-05,TRUE,0,0,"bcFISL"
9045,-13489.251759581,9.99900009999e-05,TRUE,0,0,"bcBIVA"
8638,-10221.9665435012,9.99900009999e-05,TRUE,0,0,"bcHPAB"
9324,-14024.7844899006,9.99900009999e-05,TRUE,0,0,"bcAYDC"
8719,-12107.661885208,9.99900009999e-05,TRUE,0,0,"bcAJOY"
9053,-13655.8583402409,9.99900009999e-05,TRUE,0,0,"bcHNJA"
8483,-14415.2920568487,9.99900009999e-05,TRUE,0,0,"bcEYDD"
8395,-12466.4293540411,9.99900009999e-05,TRUE,0,0,"bcEODP"
8967,-14872.1104868844,9.99900009999e-05,TRUE,0,0,"bcBIKI"
8865,-18924.3647757599,9.99900009999e-05,TRUE,0,0,"bcEDFB"
9109,-12823.6981677025,9.99900009999e-05,TRUE,0,0,"bcDOQI"
9283,-16510.3065671783,9.99900009999e-05,TRUE,0,0,"bcEDUK"
8813,-14041.0983013632,9.99900009999e-05,TRUE,0,0,"bcHBOA"
8840,-13201.5616408253,9.99900009999e-05,TRUE,0,0,"bcGLLV"
8605,-17612.8264571526,9.99900009999e-05,TRUE,0,0,"bcEHFU"
8714,-13240.9483017028,9.99900009999e-05,TRUE,0,0,"bcDWWD"
9025,-14105.3332088438,9.99900009999e-05,TRUE,0,0,"bcAHUF"
9062,-14485.9549325048,9.99900009999e-05,TRUE,0,0,"bcDRMH"
9345,-15648.2238024031,9.99900009999e-05,TRUE,0,0,"bcDUFE"
8810,-11321.0599362778,9.99900009999e-05,TRUE,0,0,"bcGYTA"
9342,-15031.5340472205,9.99900009999e-05,TRUE,0,0,"bcHHYG"
8962,-12614.3302161978,9.99900009999e-05,TRUE,0,0,"bcBPBG"
8699,-15752.8214323147,9.99900009999e-05,TRUE,0,0,"bcFXEX"
8777,-12922.5158439814,9.99900009999e-05,TRUE,0,0,"bcHIQP"
9160,-15193.5133494256,9.99900009999e-05,TRUE,0,0,"bcCXED"
